model;avg_blanc_score;avg_std
pr_ns5_l0.4_bw0.0_pw0.6_pg10_umFalse_modNone;0.2812519758869129;0.07283171943398577
pr_ns5_l0.4_bw0.0_pw0.6_pg10_umFalse_modSentenceTransformer;0.2616217310439382;0.07208164065817385
pr_ns5_l0.4_bw0.6_pw0.0_pgNone_umTrue_modNone;0.2496057262109968;0.08537324776701577
pr_ns5_l0.4_bw0.6_pw0.0_pgNone_umTrue_modSentenceTransformer;0.26350301342140775;0.08595311488145345
pr_ns5_l0.4_bw0.6_pw0.0_pgNone_umFalse_modNone;0.2496057262109968;0.08537324776701577
pr_ns5_l0.4_bw0.6_pw0.0_pgNone_umFalse_modSentenceTransformer;0.26350301342140775;0.08595311488145345
pr_ns5_l0.4_bw0.6_pw0.0_pg10_umTrue_modNone;0.2496057262109968;0.08537324776701577
pr_ns5_l0.4_bw0.6_pw0.0_pg10_umTrue_modSentenceTransformer;0.26350301342140775;0.08595311488145345
pr_ns5_l0.4_bw0.6_pw0.0_pg10_umFalse_modNone;0.2496057262109968;0.08537324776701577
pr_ns5_l0.4_bw0.6_pw0.0_pg10_umFalse_modSentenceTransformer;0.26350301342140775;0.08595311488145345
pr_ns5_l0.4_bw0.6_pw0.6_pgNone_umTrue_modNone;0.27491902976293553;0.07910250575982354
pr_ns5_l0.4_bw0.6_pw0.6_pgNone_umTrue_modSentenceTransformer;0.2503652763538299;0.0792077761743516
pr_ns5_l0.4_bw0.6_pw0.6_pgNone_umFalse_modNone;0.27491902976293553;0.07910250575982354
pr_ns5_l0.4_bw0.6_pw0.6_pgNone_umFalse_modSentenceTransformer;0.2503652763538299;0.0792077761743516
pr_ns5_l0.4_bw0.6_pw0.6_pg10_umTrue_modNone;0.27491902976293553;0.07910250575982354
pr_ns5_l0.4_bw0.6_pw0.6_pg10_umTrue_modSentenceTransformer;0.2503652763538299;0.0792077761743516
pr_ns5_l0.4_bw0.6_pw0.6_pg10_umFalse_modNone;0.27491902976293553;0.07910250575982354
pr_ns5_l0.4_bw0.6_pw0.6_pg10_umFalse_modSentenceTransformer;0.2503652763538299;0.0792077761743516
pr_ns5_l0.8_bw0.0_pw0.0_pgNone_umTrue_modNone;0.24005969328040522;0.08783410715216346
pr_ns5_l0.8_bw0.0_pw0.0_pgNone_umTrue_modSentenceTransformer;0.28688305234591466;0.07340092854480879
pr_ns5_l0.8_bw0.0_pw0.0_pgNone_umFalse_modNone;0.24005969328040522;0.08783410715216346
pr_ns5_l0.8_bw0.0_pw0.0_pgNone_umFalse_modSentenceTransformer;0.28688305234591466;0.07340092854480879
pr_ns5_l0.8_bw0.0_pw0.0_pg10_umTrue_modNone;0.24005969328040522;0.08783410715216346
pr_ns5_l0.8_bw0.0_pw0.0_pg10_umTrue_modSentenceTransformer;0.28688305234591466;0.07340092854480879
pr_ns5_l0.8_bw0.0_pw0.0_pg10_umFalse_modNone;0.24005969328040522;0.08783410715216346
pr_ns5_l0.8_bw0.0_pw0.0_pg10_umFalse_modSentenceTransformer;0.28688305234591466;0.07340092854480879
pr_ns5_l0.8_bw0.0_pw0.6_pgNone_umTrue_modNone;0.2822957499989279;0.0705317182043163
pr_ns5_l0.8_bw0.0_pw0.6_pgNone_umTrue_modSentenceTransformer;0.2960155528810835;0.08501209991664622
pr_ns5_l0.8_bw0.0_pw0.6_pgNone_umFalse_modNone;0.2822957499989279;0.0705317182043163
pr_ns5_l0.8_bw0.0_pw0.6_pgNone_umFalse_modSentenceTransformer;0.2960155528810835;0.08501209991664622
pr_ns5_l0.8_bw0.0_pw0.6_pg10_umTrue_modNone;0.2822957499989279;0.0705317182043163
pr_ns5_l0.8_bw0.0_pw0.6_pg10_umTrue_modSentenceTransformer;0.2960155528810835;0.08501209991664622
pr_ns5_l0.8_bw0.0_pw0.6_pg10_umFalse_modNone;0.2822957499989279;0.0705317182043163
pr_ns5_l0.8_bw0.0_pw0.6_pg10_umFalse_modSentenceTransformer;0.2960155528810835;0.08501209991664622
pr_ns5_l0.8_bw0.6_pw0.0_pgNone_umTrue_modNone;0.2682179498794527;0.08131185848432673
pr_ns5_l0.8_bw0.6_pw0.0_pgNone_umTrue_modSentenceTransformer;0.3049461313422609;0.07579635559403558
pr_ns5_l0.8_bw0.6_pw0.0_pgNone_umFalse_modNone;0.2682179498794527;0.08131185848432673
pr_ns5_l0.8_bw0.6_pw0.0_pgNone_umFalse_modSentenceTransformer;0.3049461313422609;0.07579635559403558
pr_ns5_l0.8_bw0.6_pw0.0_pg10_umTrue_modNone;0.2682179498794527;0.08131185848432673
pr_ns5_l0.8_bw0.6_pw0.0_pg10_umTrue_modSentenceTransformer;0.3049461313422609;0.07579635559403558
pr_ns5_l0.8_bw0.6_pw0.0_pg10_umFalse_modNone;0.2682179498794527;0.08131185848432673
pr_ns5_l0.8_bw0.6_pw0.0_pg10_umFalse_modSentenceTransformer;0.3049461313422609;0.07579635559403558
pr_ns5_l0.8_bw0.6_pw0.6_pgNone_umTrue_modNone;0.3029826154072771;0.07408146898662787
pr_ns5_l0.8_bw0.6_pw0.6_pgNone_umTrue_modSentenceTransformer;0.3013328127995059;0.0751749671563097
pr_ns5_l0.8_bw0.6_pw0.6_pgNone_umFalse_modNone;0.3029826154072771;0.07408146898662787
pr_ns5_l0.8_bw0.6_pw0.6_pgNone_umFalse_modSentenceTransformer;0.3013328127995059;0.0751749671563097
pr_ns5_l0.8_bw0.6_pw0.6_pg10_umTrue_modNone;0.3029826154072771;0.07408146898662787
pr_ns5_l0.8_bw0.6_pw0.6_pg10_umTrue_modSentenceTransformer;0.3013328127995059;0.0751749671563097
pr_ns5_l0.8_bw0.6_pw0.6_pg10_umFalse_modNone;0.3029826154072771;0.07408146898662787
pr_ns5_l0.8_bw0.6_pw0.6_pg10_umFalse_modSentenceTransformer;0.3013328127995059;0.0751749671563097
