model_name;avg_score;avg_std
pr_ns2_l0.2_bw0.3_pw0.3;0.15137107474568773;0.046107916850950906
pr_ns2_l0.2_bw0.3_pw0.6;0.15137107474568773;0.046107916850950906
pr_ns2_l0.2_bw0.3_pw0.9;0.15137107474568773;0.046107916850950906
pr_ns2_l0.2_bw0.6_pw0.3;0.16397611676249446;0.05871295886775764
pr_ns2_l0.2_bw0.6_pw0.6;0.16397611676249446;0.05871295886775764
pr_ns2_l0.2_bw0.6_pw0.9;0.16397611676249446;0.05871295886775764
pr_ns2_l0.2_bw0.9_pw0.3;0.16397611676249446;0.05871295886775764
pr_ns2_l0.2_bw0.9_pw0.6;0.16397611676249446;0.05871295886775764
pr_ns2_l0.2_bw0.9_pw0.9;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.3_pw0.3;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.3_pw0.6;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.3_pw0.9;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.6_pw0.3;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.6_pw0.6;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.6_pw0.9;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.9_pw0.3;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.9_pw0.6;0.16397611676249446;0.05871295886775764
pr_ns2_l0.4_bw0.9_pw0.9;0.16397611676249446;0.05871295886775764
pr_ns2_l0.6_bw0.3_pw0.3;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.3_pw0.6;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.3_pw0.9;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.6_pw0.3;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.6_pw0.6;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.6_pw0.9;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.9_pw0.3;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.9_pw0.6;0.16187527642636002;0.05661211853162318
pr_ns2_l0.6_bw0.9_pw0.9;0.16187527642636002;0.05661211853162318
pr_ns2_l0.8_bw0.3_pw0.3;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.3_pw0.6;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.3_pw0.9;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.6_pw0.3;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.6_pw0.6;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.6_pw0.9;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.9_pw0.3;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.9_pw0.6;0.1859980834439039;0.032489311514079314
pr_ns2_l0.8_bw0.9_pw0.9;0.1859980834439039;0.032489311514079314
pr_ns3_l0.2_bw0.3_pw0.3;0.1856295149638803;0.04966460268317853
pr_ns3_l0.2_bw0.3_pw0.6;0.1856295149638803;0.04966460268317853
pr_ns3_l0.2_bw0.3_pw0.9;0.1856295149638803;0.04966460268317853
pr_ns3_l0.2_bw0.6_pw0.3;0.18352867462774586;0.04756376234704408
pr_ns3_l0.2_bw0.6_pw0.6;0.18352867462774586;0.04756376234704408
pr_ns3_l0.2_bw0.6_pw0.9;0.18352867462774586;0.04756376234704408
pr_ns3_l0.2_bw0.9_pw0.3;0.18352867462774586;0.04756376234704408
pr_ns3_l0.2_bw0.9_pw0.6;0.18352867462774586;0.04756376234704408
pr_ns3_l0.2_bw0.9_pw0.9;0.18352867462774586;0.04756376234704408
pr_ns3_l0.4_bw0.3_pw0.3;0.20033539731682148;0.06437048503611971
pr_ns3_l0.4_bw0.3_pw0.6;0.20033539731682148;0.06437048503611971
pr_ns3_l0.4_bw0.3_pw0.9;0.20033539731682148;0.06437048503611971
pr_ns3_l0.4_bw0.6_pw0.3;0.20873875866135927;0.07277384638065752
pr_ns3_l0.4_bw0.6_pw0.6;0.20873875866135927;0.07277384638065752
pr_ns3_l0.4_bw0.6_pw0.9;0.20873875866135927;0.07277384638065752
pr_ns3_l0.4_bw0.9_pw0.3;0.20873875866135927;0.07277384638065752
pr_ns3_l0.4_bw0.9_pw0.6;0.20873875866135927;0.07277384638065752
pr_ns3_l0.4_bw0.9_pw0.9;0.20873875866135927;0.07277384638065752
pr_ns3_l0.6_bw0.3_pw0.3;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.3_pw0.6;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.3_pw0.9;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.6_pw0.3;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.6_pw0.6;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.6_pw0.9;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.9_pw0.3;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.9_pw0.6;0.20134896063688634;0.017138434321096865
pr_ns3_l0.6_bw0.9_pw0.9;0.20134896063688634;0.017138434321096865
pr_ns3_l0.8_bw0.3_pw0.3;0.22327878519828984;0.004791390240306642
pr_ns3_l0.8_bw0.3_pw0.6;0.22327878519828984;0.004791390240306642
pr_ns3_l0.8_bw0.3_pw0.9;0.22327878519828984;0.004791390240306642
pr_ns3_l0.8_bw0.6_pw0.3;0.22327878519828984;0.004791390240306642
pr_ns3_l0.8_bw0.6_pw0.6;0.22327878519828984;0.004791390240306642
